row_index,scoutId,luxury_score,floor_heating,guest_toilet,built_in_kitchen,garage_available,air_conditioning,dishwasher,bathtub,laminate_floor,parquet_floor,double_glazing,green_view,quiet_neighborhood,near_public_transport,_parse_failed
214,105400310,5.0,,,,True,,,True,,,,,True,True,
215,111080403,6.0,,,True,,,,True,,,,,,,
216,115444285,4.0,,,,,,,True,True,,,,,,
217,113218376,,,,,,,,,,,,,,,True
218,109602437,,,,,,,,,,,,,,,True
219,106957193,,,,,,,,,,,,,,,True
220,110518821,6.0,,,,,,,True,True,,,,,,
221,110165119,4.0,,,,,,,,True,,,,,,
222,107606927,7.0,,True,True,,,,True,True,,,,,,
223,110638119,6.0,,,True,,,True,True,,,,True,True,,
224,104696717,3.0,,,,,,,True,,,,,,,
225,107189540,4.0,,,True,True,,,,,,,,,,
226,109250700,4.0,,,,,,,,True,,,,,,
227,108843404,5.0,,,True,,,,,,,,,,,
228,81767976,5.0,,,,,,,True,,,,True,,,
229,114495685,7.0,,True,True,,,,True,True,True,,True,,,
230,111330111,6.0,,,,,,,True,,,True,,,,
231,111389149,4.0,,,,,,,,True,,,,True,,
232,89051407,5.0,,,True,,,,True,,,,,,,
233,103637034,4.0,,,,,,,True,True,,,,True,,
234,94653437,5.0,,,,,,,True,,,,,,,
235,113576561,,,,,,,,,,,,,,,True
236,102635562,,,,,,,,,,,,,,,True
237,113380138,,,,,,,,,,,,,,,True
238,115121424,,,,,,,,,,,,,,,True
239,75996529,,,,,,,,,,,,,,,True
240,107330219,3.0,,,,,,,True,,,,,,,
241,115638188,7.0,,,True,,,True,,,True,,,,,
242,111230027,6.0,,,True,,,True,True,,,,True,True,True,
243,110601297,7.0,,True,True,True,,,True,,,,,,,
244,97017960,4.0,,,True,,,,True,True,,,,,,
245,95484916,4.0,,,,,,,True,True,True,,,,,
246,69649796,3.0,,,,,,,True,True,,,,,,
247,110552571,6.0,,,True,,,,True,,,,True,,,
248,113826886,8.0,True,,True,True,,True,,,True,,,,,
249,111080345,5.0,,,True,,,True,,True,,,,,,
250,110307971,5.0,,,,,,,True,True,,,,,,
251,115667316,5.0,,,,,,,True,True,,,,,,
252,105870686,6.0,,,True,,,,True,,,,,,,
253,114370338,,,,,,,,,,,,,,,True
254,108627256,,,,,,,,,,,,,,,True
255,106936768,,,,,,,,,,,,,,,True
256,112871856,,,,,,,,,,,,,,,True
257,110797672,,,,,,,,,,,,,,,True
258,70054713,,,,,,,,,,,,,,,True
259,115360548,,,,,,,,,,,,,,,True
260,112702069,4.0,,,,,,,True,True,,,True,,,
261,115554067,5.0,,,,,,True,,True,,,,,,
262,65119152,3.0,,,,,,,,,,,,,,
263,113645155,6.0,,,,True,,,True,True,,,True,,True,
264,109910879,5.0,,,,,,True,True,,,,,,,
265,111832409,3.0,,,,,,,,,,,,,,
266,113463079,2.0,,,,,,,,,,,,,,
267,79298369,5.0,,,,,,,,True,,True,True,,,
268,111423807,4.0,,,True,True,,True,True,,True,,,True,,
269,115693774,6.0,,,,,,,,,,,,,True,
270,106844534,5.0,True,,True,,,,,True,,,,True,,
271,113818152,4.0,,,,,,,True,True,,,,True,,
272,90210183,3.0,,,,,,,,True,,,,,,
273,115199943,6.0,,,True,,,True,,,True,True,,,,
274,107879982,5.0,,,,True,,True,True,,,,,,,
275,115636701,4.0,,,,,,,True,,,,,,,
276,107018914,,,,,,,,,,,,,,,True
277,90781016,,,,,,,,,,,,,,,True
278,112911182,,,,,,,,,,,,,,,True
279,113709619,,,,,,,,,,,,,,,True
280,110775193,3.0,,,,,,,True,,,,,,,
281,107822195,8.0,True,,True,True,,,,,,,,,,
282,115270549,4.0,,True,,,,,True,,,True,,,,
283,110684305,3.0,,,,True,,,True,,,,,,,
284,113560029,5.0,,True,,,,,,,,,,True,,
285,112883893,6.0,,,,,,,True,True,,,True,True,,
286,110747740,7.0,,,True,True,,,True,True,True,,,,,
287,111173439,3.0,,,,,,,,True,,,,,,
288,112484429,5.0,,True,,,,,True,,,,,,,
289,111376320,4.0,,,,,,,True,True,,,,,,
290,111235595,5.0,,,,,,,True,True,,,,,,
291,110807326,6.0,,,True,True,,,True,,,,,,,
292,111875503,4.0,,,,,,,True,,,,,,,
293,111357693,5.0,,,,,,,True,True,,,,,,
294,109990089,6.0,,True,,,,,True,,,,,,,
295,110278465,,,,,,,,,,,,,,,True
296,113543563,,,,,,,,,,,,,,,True
297,111076485,,,,,,,,,,,,,,,True
298,112095671,,,,,,,,,,,,,,,True
299,111109355,,,,,,,,,,,,,,,True
300,111780700,9.0,True,True,True,True,,True,True,,True,True,True,,,
301,110362794,6.0,,,True,,,True,,True,,True,,,,
302,106978829,6.0,,,True,True,,,True,,,True,True,,,
303,115292626,7.0,True,,True,True,,,,,True,,,,,
304,72090476,5.0,,,True,,,,True,,True,,,,,
305,115598126,3.0,,,,,,,True,,,,,,,
306,85177160,5.0,,,True,,,True,True,True,,,True,,,
307,107383704,6.0,True,,True,True,,True,True,,True,True,,,,
308,62267211,5.0,,,,,,,,True,,True,,,,
309,113288305,6.0,,,True,,,,True,,,True,,,,
310,108869835,5.0,,,,,,,True,,,,,True,,
311,113379944,6.0,,,True,,,True,,True,,True,,,,
312,107373155,6.0,,,True,,,,True,,,True,,,True,
313,113576112,5.0,,,,,,,,,True,,,,,
314,114088420,4.0,,,,,,,True,,,,,,,
315,112805268,,,,,,,,,,,,,,,True
316,114895425,,,,,,,,,,,,,,,True
317,110366481,,,,,,,,,,,,,,,True
318,113832944,,,,,,,,,,,,,,,True
319,106973778,,,,,,,,,,,,,,,True
320,110110768,3.0,,,,,,,True,True,,,,True,,
321,112034963,4.0,,,,,,,True,True,,,,,,
322,107383724,1.0,,,,,,,,,,,,True,,
323,111313876,6.0,,,True,True,,,,,,,,,,
324,108994592,3.0,,,,True,,,,,,,,,,
325,114357866,8.0,True,,True,,,,True,,True,True,,,,
326,115650844,4.0,,,,,,,,True,,,,,True,
327,111219380,6.0,,,True,True,,,True,,True,,,,,
328,111166824,3.0,,,,True,,,,,,,True,True,,
329,113505295,7.0,True,,,True,,,,,,True,,,,
330,73665584,5.0,,,,,,,,True,,,,,,
331,109622771,6.0,,,,,,,,,,,,,,
332,111260638,5.0,,,,,,,True,,,,,,,
333,111323494,4.0,,,True,True,,True,,,,,,,,
334,110669122,,,,,,,,,,,,,,,True
335,113789745,,,,,,,,,,,,,,,True
336,111691738,,,,,,,,,,,,,,,True
337,115468899,,,,,,,,,,,,,,,True
338,93403649,,,,,,,,,,,,,,,True
339,105379314,,,,,,,,,,,,,,,True
340,115615886,2.0,,,,,,,,,,,,,,
341,110244976,3.0,,,,,,,True,,,,,,,
342,113768362,7.0,,,True,,,,True,,True,,True,,,
343,93916040,4.0,,,,,,,True,True,,,,True,,
344,47094183,2.0,,,,,,,True,,,,,,,
345,113557346,1.0,,,,,,,,,,,,,,
346,115373176,5.0,,,,True,,,,,,,,,,
347,111454454,3.0,,,,,,,,,,,,,,
348,107479935,6.0,True,,True,True,,,,True,,,True,,,
349,115638839,5.0,,True,,,,,,,True,,,,,
350,115702591,3.0,,,,,,,True,True,,,,,,
351,113823376,2.0,,,,,,,,,,,,,,
352,110773270,3.0,,,,,,,,,,,,,,
353,112831887,4.0,,,True,,,,,,,,,,,
354,113790324,5.0,,,True,,,,True,,,,,,,
355,113481368,4.0,,,,,,,,True,,True,,True,,
356,115551056,3.0,,,,,,,True,,,,,,,
357,110948903,2.0,,,,,,,,,,,,,,
358,68029937,,,,,,,,,,,,,,,True
359,92177030,,,,,,,,,,,,,,,True
360,114644953,5.0,,,,,,,,True,True,,,,,
361,104854640,3.0,,,,,,,True,True,,,,,,
362,81823238,4.0,,,,,,,,,,,,True,,
363,94373608,6.0,,,,,,,True,True,,,,,,
364,109937784,5.0,,True,,True,,,True,True,,,,,,
365,80431638,7.0,True,,,,,,True,,,True,,True,,
366,111269593,4.0,,,,,,,,True,,,,,,
367,99286988,6.0,True,,True,,,,,,,True,,,,
368,114865887,4.0,,,,,,,True,True,,,,,,
369,115523619,5.0,,,True,,,,,True,True,,,,,
370,82925531,6.0,True,True,,True,,,,,,True,,,,
371,113464617,5.0,,,,,,,True,True,,,,,,
372,61233104,4.0,,,True,,,,,True,,,,,,
373,113544783,5.0,,,,,,,,True,,,,,,
374,109319804,3.0,,,,,,,,True,,,,,,
375,111312367,,,,,,,,,,,,,,,True
376,92422920,,,,,,,,,,,,,,,True
377,107297144,,,,,,,,,,,,,,,True
378,112089726,,,,,,,,,,,,,,,True
379,105379032,,,,,,,,,,,,,,,True
380,113801700,3.0,,,True,,,,,,,,,,,
381,109002126,6.0,,,True,,,True,True,True,,,True,,,
382,111671233,2.0,,,,,,,,,,,,,,
383,110664680,7.0,True,,True,True,,True,True,,,,,,,
384,112807622,3.0,,,True,,,,True,True,,,,,,
385,107029076,3.0,,,,,,,True,True,,,,,,
386,106827626,4.0,,,True,True,,True,,True,,,,,,
387,110969985,3.0,True,,True,,,True,,,,,,,,
388,115630713,2.0,,,,,,,,True,,,,True,,
389,112443845,2.0,,,,,,,True,,,,,,,
390,106900870,3.0,,,True,,,,,True,,True,,True,,
391,111367402,2.0,,,,True,,,True,,,,,,,
392,114669931,3.0,,,True,,,,,True,,,,,,
393,106519443,3.0,,,,,,,True,,,,,,,
394,100544072,,,,,,,,,,,,,,,True
395,113263820,,,,,,,,,,,,,,,True
396,115215057,,,,,,,,,,,,,,,True
397,110889753,,,,,,,,,,,,,,,True
398,109467788,,,,,,,,,,,,,,,True
399,107345138,,,,,,,,,,,,,,,True
400,113852413,8.0,True,,,,,,,,,,True,True,True,
401,103278032,3.0,,True,,,,,,,,True,,,,
402,72172274,2.0,,,,,,,,,,,,,,
403,110908361,4.0,,,True,True,,,,,True,,,,,
404,103478984,6.0,,,True,,,,True,,,,True,True,,
405,113323643,3.0,,,,True,,,,,,,,,,
406,104053432,4.0,,,,,,,,,,,True,True,,
407,108524265,2.0,,,,,,,,,,,,,,
408,115578682,5.0,,,True,,,True,,,,,,,,
409,114270487,3.0,,,,,,,,True,,,,,,
410,114964607,4.0,,,,,,,True,True,,,,,,
411,111425017,6.0,True,,,True,,,True,,,,,,,
412,115320752,5.0,,,,,,,,,,,,,,
413,112092044,4.0,,,,,,,,,,,,True,,
414,111365767,3.0,,,,,,,,,,,,,,
415,111351734,,,,,,,,,,,,,,,True
416,108202575,,,,,,,,,,,,,,,True
417,111162756,,,,,,,,,,,,,,,True
418,96556077,,,,,,,,,,,,,,,True
419,110622951,,,,,,,,,,,,,,,True
420,114315973,6.0,,,True,,,,True,,,,,,True,
421,111377430,4.0,,,,,,,True,,,,True,True,,
422,113289535,7.0,,,True,,,,True,,,,,True,,
423,114776933,5.0,,,True,,,,,True,,,,,,
424,110639127,8.0,True,,,,,,,,,,,,,
425,114837138,6.0,,,,,,,True,True,,,,,,
426,111370962,4.0,,,,,,,True,,,,,,,
427,113310918,7.0,,True,True,True,,,,,,,,,,
428,106781620,6.0,,,,,,,True,,,,,,,
429,115622556,5.0,,,True,,,,,True,,,,,,
430,113608353,8.0,True,,,True,,,True,,True,True,,,,
431,115223416,,,,,,,,,,,,,,,True
432,111988503,,,,,,,,,,,,,,,True
433,108995436,,,,,,,,,,,,,,,True
434,95010139,,,,,,,,,,,,,,,True
435,111208571,,,,,,,,,,,,,,,True
436,110484525,,,,,,,,,,,,,,,True
437,113639996,,,,,,,,,,,,,,,True
438,113771093,,,,,,,,,,,,,,,True
439,108674555,,,,,,,,,,,,,,,True
440,110475325,,,,,,,,,,,,,,,True
441,65625967,,,,,,,,,,,,,,,True
442,113257806,,,,,,,,,,,,,,,True
443,111098951,,,,,,,,,,,,,,,True
444,115637228,,,,,,,,,,,,,,,True
445,101749151,,,,,,,,,,,,,,,True
446,107314065,,,,,,,,,,,,,,,True
447,71556105,,,,,,,,,,,,,,,True
448,112790049,,,,,,,,,,,,,,,True
449,108437228,,,,,,,,,,,,,,,True
450,110065260,,,,,,,,,,,,,,,True
451,113369000,,,,,,,,,,,,,,,True
452,111499980,,,,,,,,,,,,,,,True
453,112335688,,,,,,,,,,,,,,,True
454,106747498,,,,,,,,,,,,,,,True
455,113341924,,,,,,,,,,,,,,,True
456,107295839,,,,,,,,,,,,,,,True
457,115653238,,,,,,,,,,,,,,,True
458,107358285,,,,,,,,,,,,,,,True
459,113828346,,,,,,,,,,,,,,,True
460,104618932,,,,,,,,,,,,,,,True
461,113044059,,,,,,,,,,,,,,,True
462,113770083,,,,,,,,,,,,,,,True
463,115508284,,,,,,,,,,,,,,,True
464,115218458,,,,,,,,,,,,,,,True
465,110914603,,,,,,,,,,,,,,,True
466,110647367,,,,,,,,,,,,,,,True
467,114932788,,,,,,,,,,,,,,,True
468,110224769,,,,,,,,,,,,,,,True
469,111065651,,,,,,,,,,,,,,,True
470,115470089,,,,,,,,,,,,,,,True
471,115269343,,,,,,,,,,,,,,,True
472,113853712,,,,,,,,,,,,,,,True
473,109744590,,,,,,,,,,,,,,,True
474,113293798,,,,,,,,,,,,,,,True
475,106881036,,,,,,,,,,,,,,,True
476,108979507,,,,,,,,,,,,,,,True
477,114740649,,,,,,,,,,,,,,,True
478,111377979,,,,,,,,,,,,,,,True
479,87152170,,,,,,,,,,,,,,,True
480,108608884,,,,,,,,,,,,,,,True
481,115469629,,,,,,,,,,,,,,,True
482,85031395,,,,,,,,,,,,,,,True
483,115669965,,,,,,,,,,,,,,,True
484,61816048,,,,,,,,,,,,,,,True
485,109085597,,,,,,,,,,,,,,,True
486,106358235,,,,,,,,,,,,,,,True
487,111407421,,,,,,,,,,,,,,,True
488,106059777,,,,,,,,,,,,,,,True
489,79649315,,,,,,,,,,,,,,,True
490,113867080,,,,,,,,,,,,,,,True
491,104359684,,,,,,,,,,,,,,,True
492,88154782,,,,,,,,,,,,,,,True
493,91335077,,,,,,,,,,,,,,,True
494,115561114,,,,,,,,,,,,,,,True
495,115368868,,,,,,,,,,,,,,,True
496,92973544,,,,,,,,,,,,,,,True
497,110926654,,,,,,,,,,,,,,,True
498,98943560,,,,,,,,,,,,,,,True
499,115597567,,,,,,,,,,,,,,,True
500,111072296,9.0,True,,True,True,,,True,,True,,,,,
501,107796774,3.0,,True,,,,,True,,,,,,,
502,114670143,4.0,,,,True,,,True,True,,,,,,
503,109854470,5.0,,,,,,,True,True,,,True,,,
504,110943202,7.0,,True,True,True,,,,,,True,,,,
505,107335868,3.0,,,,,,,,True,,,,,,
506,68379771,5.0,,,,,,,True,True,,,,,,
507,113559941,4.0,,,,True,,,True,,,,,True,,
508,104186029,6.0,,True,True,True,,,,,,True,,,,
509,113577961,5.0,,,,,,,,True,,True,,,,
510,115232156,7.0,True,,True,True,,,True,,True,,,,,
511,115549276,4.0,,,,,,,True,True,,True,,True,,
512,115563641,5.0,,,,True,,,,,,,,,,
513,110283487,4.0,,,,True,,,,True,,,,,,
514,114420304,,,,,,,,,,,,,,,True
515,112729381,,,,,,,,,,,,,,,True
516,114669547,,,,,,,,,,,,,,,True
517,111021262,,,,,,,,,,,,,,,True
518,61327791,,,,,,,,,,,,,,,True
519,103205452,,,,,,,,,,,,,,,True
520,114215716,3.0,True,,,,,,,,,,,,,
521,108797265,6.0,True,True,,,,,True,,,,,,,
522,115442980,2.0,,,,,,,True,,,,,True,,
523,106822345,4.0,,,,True,,,,True,,,,,,
524,106767161,5.0,,,True,,,,,,True,,,,,
525,111314873,6.0,True,,,True,,,,True,,True,,True,,
526,75949787,3.0,,,,,,,True,,,True,,,,
527,111391200,3.0,,,,,,True,,,True,,,,,
528,104739856,7.0,True,True,True,,,True,,,True,True,,,,
529,115197065,5.0,True,,True,True,,,True,,True,,,,,
530,106731734,4.0,,,,,,,,,,,,,,
531,53602935,4.0,,,,,,,,,,,,,,
532,106995356,7.0,True,,,,,True,,,True,True,,,,
533,104831577,6.0,True,,True,True,,,True,,True,True,,,,
534,101864443,5.0,,,,,,,,,,,,,,
535,107373053,,,,,,,,,,,,,,,True
536,105699282,,,,,,,,,,,,,,,True
537,109066811,,,,,,,,,,,,,,,True
538,106195760,,,,,,,,,,,,,,,True
539,113825439,,,,,,,,,,,,,,,True
540,112425730,9.0,True,,True,True,True,,,,True,,,True,,
541,115231211,3.0,,,True,,,True,True,True,,,,True,,
542,111880736,7.0,True,True,,True,,,,,,,,True,,
543,113041651,2.0,,,,True,,,,True,,,True,,,
544,113584175,4.0,,,,,,,True,,,,,,,
545,110600664,2.0,,,,,,,,,,,,,,
546,112824223,8.0,True,True,True,True,True,,True,,True,,,,,
547,105407548,5.0,,,True,,,True,True,True,,,,,,
548,109393079,3.0,,,,,,,True,True,,,,,,
549,115522759,6.0,True,,,True,,,True,True,,,,True,,
550,107344212,4.0,,,,,,,,,,,,,,
