row_index,scoutId,luxury_score,floor_heating,guest_toilet,built_in_kitchen,garage_available,air_conditioning,dishwasher,bathtub,laminate_floor,parquet_floor,double_glazing,green_view,quiet_neighborhood,near_public_transport,_parse_failed
253,114370338,,,,,,,,,,,,,,,True
254,108627256,6.0,,,,,,,True,True,,,,,,
255,106936768,5.0,,,,,,,True,True,,True,,,,
256,112871856,3.0,,,,,,,,True,,,,True,,
257,110797672,7.0,,True,True,,,,True,True,True,,,,,
258,70054713,9.0,True,,True,True,,True,True,,True,,True,True,,
259,115360548,2.0,,,,,,,,,,,,,,
260,112702069,4.0,,,,,,,True,True,,,True,,,
261,115554067,4.0,,,,,,True,,True,,,,,,
262,65119152,5.0,,,True,True,,,True,True,,,,,True,
263,113645155,3.0,,,,,,,,True,,,,,,
264,109910879,3.0,,,,,,,,,,,,,,
265,111832409,5.0,,,True,,,,True,True,True,True,,,,
266,113463079,6.0,,,,,,,,True,,,,True,,
267,79298369,4.0,,,,,,,True,True,,,,True,,
268,111423807,,,,,,,,,,,,,,,True
269,115693774,,,,,,,,,,,,,,,True
270,106844534,,,,,,,,,,,,,,,True
271,113818152,,,,,,,,,,,,,,,True
272,90210183,,,,,,,,,,,,,,,True
273,115199943,,,,,,,,,,,,,,,True
274,107879982,3.0,,,,,,,,True,,,,,True,
275,115636701,8.0,,,True,,,,,,True,True,,True,,
276,107018914,6.0,,,True,True,,True,True,,,,,,,
277,90781016,3.0,,,,,,,True,,,,,,,
278,112911182,5.0,True,,,True,,,,,,,,,,
279,113709619,6.0,,,True,,,True,,True,,,,,,
280,110775193,4.0,,,,,,,True,,,,,,,
281,107822195,7.0,True,,,True,,,,,True,True,,,,
282,115270549,3.0,,,,,,,True,,,True,,,,
283,110684305,4.0,,,,True,,,,True,,,,True,,
284,113560029,5.0,,,,,,,True,,,,,,,
285,112883893,5.0,,,True,,,True,,,True,,,,,
286,110747740,3.0,,,,,,,,True,,,,,,
287,111173439,6.0,,True,,,,,,,,,,True,,
288,112484429,4.0,,,,,,,,,,,,,,
289,111376320,,,,,,,,,,,,,,,True
290,111235595,,,,,,,,,,,,,,,True
291,110807326,,,,,,,,,,,,,,,True
292,111875503,,,,,,,,,,,,,,,True
293,111357693,,,,,,,,,,,,,,,True
294,109990089,6.0,,,,True,,,True,,,True,,,,
295,110278465,5.0,,,,,,,True,,,,,,True,
296,113543563,4.0,,True,,,,,True,True,,,,,,
297,111076485,3.0,,,,,,,True,,,,,,,
298,112095671,5.0,,,,,,,True,True,,,,True,,
299,111109355,7.0,True,,True,True,,True,True,,True,,,,,
300,111780700,9.0,,True,True,True,,,True,,True,,,,,
301,110362794,5.0,,,True,,,True,True,True,,True,,,,
302,106978829,6.0,,,,,,,True,,,,,True,,
303,115292626,4.0,,,,,,,True,,,,,,,
304,72090476,5.0,,,,,,,True,,,,,,,
305,115598126,6.0,,,,,,,True,,,,,,,
306,85177160,,,,,,,,,,,,,,,True
307,107383704,,,,,,,,,,,,,,,True
308,62267211,,,,,,,,,,,,,,,True
309,113288305,,,,,,,,,,,,,,,True
310,108869835,,,,,,,,,,,,,,,True
311,113379944,,,,,,,,,,,,,,,True
312,107373155,,,,,,,,,,,,,,,True
313,113576112,,,,,,,,,,,,,,,True
314,114088420,3.0,,,,,,,True,True,,,,True,,
315,112805268,4.0,,,True,,,,,True,,,True,True,,
316,114895425,3.0,,,,,,,,,,,,,,
317,110366481,4.0,,,,True,,,True,,,,,,,
318,113832944,8.0,True,True,True,True,,True,True,,,True,,,,
319,106973778,4.0,,,,,,,,,True,,,True,,
320,110110768,3.0,,,,,,,True,True,,,,,,
321,112034963,3.0,,,,,,,,,,,,,True,
322,107383724,4.0,,,,,,,True,True,,,,,,
323,111313876,7.0,True,,True,True,,True,True,,True,True,,,,
324,108994592,3.0,,,,,,,,True,,,True,True,,
325,114357866,3.0,,,,,,,True,,,,,,,
326,115650844,4.0,,,,,,,,True,,,,,,
327,111219380,5.0,,,True,,,True,,,True,True,,,,
328,111166824,,,,,,,,,,,,,,,True
329,113505295,,,,,,,,,,,,,,,True
330,73665584,,,,,,,,,,,,,,,True
331,109622771,,,,,,,,,,,,,,,True
332,111260638,,,,,,,,,,,,,,,True
333,111323494,,,,,,,,,,,,,,,True
334,110669122,8.0,True,,,,,,True,,True,,,,,
335,113789745,3.0,,,,,,,,,,,,,,
336,111691738,6.0,True,True,,,,,True,,,,,,,
337,115468899,4.0,,,,,,,,,,,,,,
338,93403649,5.0,,,True,True,,True,,,True,,,,,
339,105379314,4.0,,,,,,,,True,,,,,,
340,115615886,3.0,,,,,,,,,,,,,,
341,110244976,6.0,,,,,,,True,,,,,,,
342,113768362,7.0,,,,True,,,True,,True,,True,,,
343,93916040,5.0,,,,,,,True,True,,,,True,,
344,47094183,4.0,,,,,,,True,,,,,,,
345,113557346,3.0,,,,,,,,,,,,,,
346,115373176,4.0,True,,True,,,,,,,,,,,
347,111454454,6.0,True,,,,,,,True,,,,,,
348,107479935,3.0,,,,,,,,,,,,,,
349,115638839,,,,,,,,,,,,,,,True
350,115702591,,,,,,,,,,,,,,,True
351,113823376,,,,,,,,,,,,,,,True
352,110773270,,,,,,,,,,,,,,,True
353,112831887,,,,,,,,,,,,,,,True
354,113790324,6.0,True,,True,,,,True,True,True,,,,,
355,113481368,4.0,,,,,,,,,,True,True,,,
356,115551056,3.0,,True,,,,,,True,,,,,,
357,110948903,2.0,,,,,,,,,,,,,,
358,68029937,4.0,,,True,,,,True,,,,,,,
359,92177030,8.0,True,,,,,,,,True,,,,,
360,114644953,6.0,,,,True,,,,,False,,,,,
361,104854640,4.0,,,,,,,True,True,,,,,,
362,81823238,3.0,,,,,,,,,,,True,True,,
363,94373608,6.0,,,,,,,,True,,True,,,,
364,109937784,5.0,,,True,,,,True,True,,,,,,
365,80431638,7.0,True,True,,True,,,,,True,True,,,,
366,111269593,4.0,,,,,,,True,True,,,,,,
367,99286988,5.0,,,True,,,,,True,True,,,,,
368,114865887,,,,,,,,,,,,,,,True
369,115523619,,,,,,,,,,,,,,,True
370,82925531,,,,,,,,,,,,,,,True
371,113464617,,,,,,,,,,,,,,,True
372,61233104,,,,,,,,,,,,,,,True
373,113544783,,,,,,,,,,,,,,,True
374,109319804,4.0,,,,True,,,True,True,,True,True,,,
375,111312367,7.0,True,,,,,,True,,,True,,,,
376,92422920,2.0,,,,,,,,True,,,,,,
377,107297144,2.0,,,,,,,,,,,,,,
378,112089726,3.0,,,,,,,,True,,,,,,
379,105379032,5.0,,,,,,,True,True,,,,,,
380,113801700,5.0,,,,,,,,,,,,,,
381,109002126,6.0,,,True,True,,True,True,,,True,True,,,
382,111671233,2.0,,,,,,,,,,,,,,
383,110664680,3.0,,,,,,,,True,,,,True,,
384,112807622,4.0,True,,True,,,True,True,,,,,,,
385,107029076,3.0,,,,,,,True,True,,,,,,
386,106827626,3.0,,,,True,,,True,True,,True,,,,
387,110969985,4.0,True,,True,,,True,,,,,,,,
388,115630713,3.0,,,,,,,True,True,,,,,,
389,112443845,3.0,,,,,,,,True,,True,,,,
390,106900870,,,,,,,,,,,,,,,True
391,111367402,,,,,,,,,,,,,,,True
392,114669931,,,,,,,,,,,,,,,True
393,106519443,,,,,,,,,,,,,,,True
394,100544072,3.0,,,,,,,True,,,,,,,
395,113263820,4.0,,True,True,,,,,True,,,True,,,
396,115215057,2.0,,,,,,,,,,,,,,
397,110889753,5.0,,,,True,,,True,,,,,,,
398,109467788,2.0,,,,,,,True,,,,,,,
399,107345138,4.0,,True,,,,,True,,,,,,,
400,113852413,7.0,True,,,,,,True,,,,True,True,True,
401,103278032,5.0,,True,,,,,,True,,True,,True,,
402,72172274,2.0,,,,,,,,,,,,,,
403,110908361,4.0,,,True,True,,,,True,True,,,,,
404,103478984,4.0,,,True,,,,True,,,,True,,,
405,113323643,2.0,,,,,,,,,,,,,,
406,104053432,5.0,,,True,,,True,,,,,,,,
407,108524265,6.0,True,,True,True,,,,,,True,,,True,
408,115578682,,,,,,,,,,,,,,,True
409,114270487,,,,,,,,,,,,,,,True
410,114964607,,,,,,,,,,,,,,,True
411,111425017,,,,,,,,,,,,,,,True
412,115320752,,,,,,,,,,,,,,,True
413,112092044,,,,,,,,,,,,,,,True
414,111365767,4.0,,,,,,,True,,,True,True,True,True,
415,111351734,8.0,True,True,,True,,,True,,,,,,,
416,108202575,3.0,,,True,,,,,,,,,,,
417,111162756,5.0,,True,,,,,,,,,,,,
418,96556077,2.0,,,True,,,,,,,,,,,
419,110622951,4.0,,,,,,,,True,,,,True,,
420,114315973,7.0,True,,True,,,,True,,,,,,True,
421,111377430,6.0,,,,True,,,True,,,,True,True,,
422,113289535,5.0,,,True,,,,True,,,,,,,
423,114776933,3.0,,,,,,,,True,,,,,,
424,110639127,8.0,True,,,True,,,,,True,,,,,
425,114837138,5.0,,,,,,,True,,,,,,,
426,111370962,,,,,,,,,,,,,,,True
427,113310918,,,,,,,,,,,,,,,True
428,106781620,,,,,,,,,,,,,,,True
429,115622556,,,,,,,,,,,,,,,True
430,113608353,,,,,,,,,,,,,,,True
431,115223416,,,,,,,,,,,,,,,True
432,111988503,,,,,,,,,,,,,,,True
433,108995436,,,,,,,,,,,,,,,True
434,95010139,3.0,True,,True,True,,,,,,,,True,,
435,111208571,7.0,True,,,True,,,,,True,,,,,
436,110484525,3.0,,,,,,,,True,,,,,,
437,113639996,6.0,,True,True,,,,True,,True,True,,True,,
438,113771093,8.0,True,,,True,,,True,,,True,,,,
439,108674555,5.0,,,,,,,True,True,,,,,,
440,110475325,4.0,,,,True,,,True,,,,True,,,
441,65625967,6.0,True,,True,,,,True,,True,True,,,,
442,113257806,7.0,True,,,True,,,,,True,True,,,True,
443,111098951,3.0,,,,,,,,True,,,,,,
444,115637228,4.0,,,,True,,,True,,,,,,,
445,101749151,5.0,,,True,,,,,,,,,,,
446,107314065,3.0,,,,,,,,,,,,,,
447,71556105,5.0,,,,,,,True,,,,,True,,
448,112790049,,,,,,,,,,,,,,,True
449,108437228,,,,,,,,,,,,,,,True
450,110065260,,,,,,,,,,,,,,,True
451,113369000,,,,,,,,,,,,,,,True
452,111499980,,,,,,,,,,,,,,,True
453,112335688,,,,,,,,,,,,,,,True
454,106747498,3.0,,True,,,,,,True,,True,,,,
455,113341924,4.0,,,True,,,,,True,,,,,,
456,107295839,2.0,,,,,,,True,,,,,,,
457,115653238,3.0,,,True,True,,,,True,,,,,,
458,107358285,5.0,,,,,,,,True,,True,True,,,
459,113828346,3.0,,,True,,,,,,,,,,,
460,104618932,1.0,,,,,,,,,,,,,,
461,113044059,4.0,,,True,,,,True,,,,,,,
462,113770083,5.0,,True,True,True,,True,True,,True,,,,,
463,115508284,4.0,True,True,,,,,,,,,True,,,
464,115218458,3.0,,,,,,,True,,,,,,,
465,110914603,3.0,,,,,,,,True,,,,,,
466,110647367,4.0,,,,,,,True,,,,,,,
467,114932788,,,,,,,,,,,,,,,True
468,110224769,,,,,,,,,,,,,,,True
469,111065651,,,,,,,,,,,,,,,True
470,115470089,,,,,,,,,,,,,,,True
471,115269343,,,,,,,,,,,,,,,True
472,113853712,,,,,,,,,,,,,,,True
473,109744590,,,,,,,,,,,,,,,True
474,113293798,4.0,,,,,,,,,,,True,,,
475,106881036,3.0,,,True,,,True,True,,,,,,True,
476,108979507,4.0,,,,,,,,,,,True,,,
477,114740649,6.0,,,True,,,True,,True,,,,,,
478,111377979,5.0,,,,,,,True,,,True,True,True,,
479,87152170,4.0,,,,,,,True,True,,,,True,,
480,108608884,5.0,,,True,,,,True,True,,,,,,
481,115469629,6.0,True,,True,True,,True,True,,True,,,,,
482,85031395,4.0,,True,True,,,True,,,,,,,,
483,115669965,4.0,,,,True,,,True,True,,,,,,
484,61816048,5.0,,,True,,,,True,,,,,,,
485,109085597,4.0,,,,,,,,True,,,,,,
486,106358235,5.0,,,True,,,,True,,,,,,,
487,111407421,,,,,,,,,,,,,,,True
488,106059777,,,,,,,,,,,,,,,True
489,79649315,,,,,,,,,,,,,,,True
490,113867080,,,,,,,,,,,,,,,True
491,104359684,,,,,,,,,,,,,,,True
492,88154782,,,,,,,,,,,,,,,True
493,91335077,,,,,,,,,,,,,,,True
494,115561114,7.0,,True,True,True,,,True,,,,True,True,,
495,115368868,3.0,,,,,,,True,True,,,,True,,
496,92973544,6.0,,,True,,,True,,,True,,,,,
497,110926654,8.0,True,,,,,,True,,True,,,,,
498,98943560,9.0,True,,,True,,True,True,,True,,True,,,
499,115597567,2.0,,,,,,,True,,,,,True,,
500,111072296,6.0,,,True,,,True,,,,,,,,
501,107796774,7.0,,,,,,,True,True,,True,,,,
502,114670143,8.0,True,,True,True,,,,,True,,,,,
503,109854470,5.0,,,,,,,True,True,,,,True,,
504,110943202,5.0,,,True,,,,,True,,,,,,
505,107335868,4.0,,,,,,,True,True,,,,True,,
506,68379771,6.0,,,True,,,,,,,,,,,
507,113559941,5.0,,,,,,,True,True,,,True,True,,
508,104186029,,,,,,,,,,,,,,,True
509,113577961,,,,,,,,,,,,,,,True
510,115232156,,,,,,,,,,,,,,,True
511,115549276,,,,,,,,,,,,,,,True
512,115563641,,,,,,,,,,,,,,,True
513,110283487,,,,,,,,,,,,,,,True
514,114420304,3.0,,,,True,,,,,,,,,,
515,112729381,6.0,,,True,True,,True,True,,,True,,True,,
516,114669547,7.0,True,,,True,,,True,,True,,,,True,
517,111021262,6.0,,,True,,,True,,,,,,,,
518,61327791,5.0,,,,,,,,,,,,,,
519,103205452,8.0,True,True,True,True,,,True,,True,,,,,
520,114215716,5.0,True,,,,,,,True,,True,,,,
521,108797265,7.0,True,,,,,,True,,,True,,,,
522,115442980,4.0,,,True,True,,,True,True,,,,,,
523,106822345,8.0,True,,True,,,True,,,True,True,,,,
524,106767161,5.0,,,,,,,True,,,,,True,,
525,111314873,6.0,,,,,,True,,True,,,,,,
526,75949787,7.0,True,,True,,,,True,,,True,,,,
527,111391200,6.0,,,,,,,,,,,,,,
528,104739856,5.0,,,,,,,,,,,,,,
529,115197065,,,,,,,,,,,,,,,True
530,106731734,,,,,,,,,,,,,,,True
531,53602935,,,,,,,,,,,,,,,True
532,106995356,,,,,,,,,,,,,,,True
533,104831577,,,,,,,,,,,,,,,True
534,101864443,8.0,True,,True,True,,,,False,True,True,,,,
535,107373053,7.0,True,,,True,,,True,False,True,True,True,,,
536,105699282,5.0,True,,,,,,True,,,,,,,
537,109066811,2.0,,,,,,,,,,,,,,
538,106195760,9.0,,,,True,True,,,False,True,True,True,,,
539,113825439,6.0,,True,,,,,True,,True,True,,True,,
540,112425730,7.0,,,,,,True,True,True,,,,,,
541,115231211,5.0,,,,True,,,True,,,,,,,
542,111880736,8.0,,,True,True,,,True,,True,,,,,
543,113041651,6.0,,,,,,,True,True,,,,,,
544,113584175,7.0,True,,True,True,True,,,False,True,True,,,,
545,110600664,4.0,,,,,,,True,True,,,,,,
546,112824223,6.0,,,,,,True,True,,,,,,,
547,105407548,5.0,,,,,,,True,,,,,,,
548,109393079,,,,,,,,,,,,,,,True
549,115522759,,,,,,,,,,,,,,,True
550,107344212,,,,,,,,,,,,,,,True
551,110541817,,,,,,,,,,,,,,,True
552,113715003,,,,,,,,,,,,,,,True
553,111065625,,,,,,,,,,,,,,,True
554,109403835,6.0,,,,,,,True,True,,,,,,
555,111329827,3.0,,,True,True,,,,,,,,,,
556,115169848,7.0,,True,,,,,True,,,True,,,,
557,110210726,9.0,,,True,True,,True,True,,True,True,True,,,
558,105639505,3.0,,,,,,,True,,,,,,,
559,110618919,2.0,,,True,,,,,,,,True,,,
560,112945935,6.0,True,,True,,,,,,,True,,,,
561,103178948,7.0,,,True,True,,True,True,,,,,,,
562,113430479,8.0,,True,,True,,,True,,,True,,,,
563,115663120,6.0,,,True,,,,,True,,,True,,,
564,111420541,9.0,,,True,True,,,True,,True,True,,,,
565,110782366,5.0,,,True,,,,,True,,True,True,,,
566,54796919,7.0,,,True,,,,True,,,,,,,
567,112883801,6.0,,,True,,,,,,,True,,,,
568,115336585,,,,,,,,,,,,,,,True
569,93721769,,,,,,,,,,,,,,,True
570,110091597,,,,,,,,,,,,,,,True
571,83176394,,,,,,,,,,,,,,,True
572,111420575,,,,,,,,,,,,,,,True
573,112886218,,,,,,,,,,,,,,,True
574,81109513,3.0,,,,,,,True,True,,,,,,
575,110480883,8.0,,,True,True,,,,,True,,,,,
576,109409312,2.0,,,,,,,,,,,,,,
577,112604752,6.0,,True,,True,,,,True,,,,,,
578,110283342,7.0,True,,True,,,,True,,True,,True,,,
579,115618584,9.0,,True,True,True,,True,True,,,,,,,
580,113616296,5.0,,,,True,,,True,True,,,,,True,
581,113643034,3.0,,,,,,,True,True,,,,,,
582,113322564,5.0,,,True,True,,,,True,,,,,,
583,93850096,4.0,,,,,,,True,True,,,,,,
584,115550998,6.0,True,,True,True,,,True,True,True,,True,,,
585,99066610,4.0,,,,,,,,True,,,True,,,
586,107012680,3.0,,,,,,,,True,,,,,,
587,109001851,5.0,,,,,,,True,True,,,,,,
588,110658241,,,,,,,,,,,,,,,True
589,105446995,,,,,,,,,,,,,,,True
590,111783106,,,,,,,,,,,,,,,True
591,115359448,,,,,,,,,,,,,,,True
592,68839390,,,,,,,,,,,,,,,True
593,114744585,,,,,,,,,,,,,,,True
594,106922848,9.0,True,True,True,True,False,True,True,False,True,True,True,True,False,
595,109933562,7.0,True,False,False,False,False,False,False,False,True,True,True,False,False,
596,86643119,3.0,False,True,False,False,False,False,True,True,False,False,False,True,False,
597,115524580,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,
598,104611263,3.0,False,False,False,True,False,False,False,False,False,False,False,True,True,
599,115601545,8.0,False,True,True,True,False,True,True,True,False,True,True,True,False,
600,113809296,4.0,False,False,False,False,False,False,True,True,False,False,False,True,False,
601,110546448,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,
602,114669390,9.0,True,True,True,True,False,True,False,False,True,True,True,False,False,
603,112896091,3.0,False,False,False,False,False,False,True,True,False,False,False,True,False,
604,113866313,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,
605,111362949,3.0,False,False,False,False,False,False,True,False,False,False,False,True,False,
606,115284222,6.0,True,True,True,True,False,True,False,False,False,True,False,False,False,
607,115133149,3.0,False,False,False,False,False,False,False,True,False,False,False,True,False,
608,112444431,,,,,,,,,,,,,,,True
609,110491406,,,,,,,,,,,,,,,True
610,90517211,,,,,,,,,,,,,,,True
611,115060298,,,,,,,,,,,,,,,True
612,115701301,,,,,,,,,,,,,,,True
613,112906097,,,,,,,,,,,,,,,True
614,115690229,4.0,,,True,True,,,True,True,,True,,,,
615,111395990,6.0,,,,,,,,,True,,,,,
616,113331897,8.0,True,,,True,,,,,,True,,,,
617,93671322,3.0,,,True,,,,,True,,,,,,
618,111313048,6.0,,,True,,,True,,,True,,True,,,
619,115015860,3.0,,,True,,,,,,,,,,,
620,112107235,3.0,,,,,,,,,,,,,,
621,110880332,3.0,,,,,,,,True,,,,,,
622,115388461,4.0,,,,,,,,True,,,,,,
623,115649673,4.0,,,,,,,True,,,,,,,
624,113344242,3.0,,,,,,,,True,,,,,,
625,114650993,4.0,,,True,True,,,True,,,,,,,
626,111266986,3.0,,,,,,,,True,,,,,,
627,58665597,5.0,,,,,,,True,True,,,,True,,
628,110338458,4.0,,,,,,,,True,,True,,,,
629,67586598,,,,,,,,,,,,,,,True
630,109003061,,,,,,,,,,,,,,,True
631,113854901,,,,,,,,,,,,,,,True
632,110922296,,,,,,,,,,,,,,,True
633,107317072,,,,,,,,,,,,,,,True
634,115522815,3.0,,,,,,,True,True,,,,,,
635,105151535,8.0,True,True,,True,,,,,True,,,,True,
636,109686815,5.0,,,True,,,,,,,,,,,
637,115460103,3.0,,,,,,,,True,,,,,,
638,72424119,4.0,,,,True,,,,,,,,,,
639,107427368,4.0,,,True,,,,,,,,,,,
640,107378315,4.0,,True,,,,,True,,,,,,,
641,111417850,5.0,,,True,,,,,True,True,,,True,True,
642,114102482,7.0,True,True,True,True,,,True,,True,,,,,
643,113684717,3.0,,,,,,,True,True,,,,,,
644,113498231,3.0,,,,,,,True,,,,True,,,
645,109002399,3.0,,,,,,,,True,,,,,,
646,111181701,4.0,True,,,,,,True,True,,,,,,
647,71641543,3.0,,,,,,,,True,,,,,,
648,99644451,5.0,,,,,,,,,,,,,,
649,111401006,,,,,,,,,,,,,,,True
650,100521078,,,,,,,,,,,,,,,True
651,106618972,,,,,,,,,,,,,,,True
652,113112819,,,,,,,,,,,,,,,True
653,109635029,,,,,,,,,,,,,,,True
654,113194386,9.0,True,,True,,,,True,,True,,,,,
655,111240127,4.0,,,,,,,True,,True,,,,,
656,70005579,5.0,,,True,,,,,True,,True,,,,
657,114864742,3.0,,,,,,,,,,,,True,,
658,110792762,3.0,,,,,,,,,,,,,,
659,113697885,7.0,,,True,True,,,,,True,,,,,
660,112943421,3.0,,,,,,,True,,,,,,,
661,109000952,5.0,,,,,,,True,True,,True,,,,
662,112713576,4.0,,,,,,,True,,,,,,,
663,114422566,6.0,True,,,,,,,,,True,,,,
664,110728362,4.0,,,True,,,,,,,,,,,
665,97612315,3.0,,,,,,,,,,,,,,
666,106754225,5.0,,,,,,,True,,,,,,,
667,34550230,6.0,,,,,,,,,,,,,,
668,113594907,5.0,,,,,,,,,,,,,,
669,111374178,,,,,,,,,,,,,,,True
670,111124654,,,,,,,,,,,,,,,True
671,110024384,,,,,,,,,,,,,,,True
672,107109478,,,,,,,,,,,,,,,True
673,110008561,,,,,,,,,,,,,,,True
674,104113790,3.0,,,,,,,True,,,,,,,
675,110969916,7.0,,,True,True,,,,,True,,True,True,,
676,111136829,5.0,,True,,,,,True,,,True,,,,
677,115658829,6.0,,,True,,,True,,,,,,,,
678,110911832,2.0,,,,,,,True,,,,,,,
679,113899365,7.0,True,,True,True,,,True,True,True,,,,,
680,109666995,3.0,,,,,,,True,,,,,,,
681,111314817,8.0,True,,True,True,,,,,True,True,True,,,
682,115493911,5.0,,True,,True,,True,,True,True,True,,,,
683,104869322,4.0,,True,,,,,True,,,True,,,,
684,106659384,4.0,,,,,,,,True,,,,,,
685,105188763,5.0,,,,,,,True,,,,,,,
686,109965058,4.0,,,,,,,True,,,,,,,
687,108988794,6.0,True,,True,True,,True,,,True,True,,,,
688,111384654,7.0,,,True,,,,,,,,True,,,
689,113577345,6.0,,,True,True,,,True,,,,,,,
690,110564655,,,,,,,,,,,,,,,True
691,106996028,,,,,,,,,,,,,,,True
692,111944483,,,,,,,,,,,,,,,True
